	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YMR078C	CTF18	13.74	12.18	32.59	10.48	9.75	11.39	12.57
YMR079W	SEC14	21.55	23.92	54.39	23.18	21.5	29.49	21.76
YMR080C	NAM7	19.74	17.2	44.04	12.75	17.08	22.75	10.03
YMR083W	ADH3	45.34	48.72	222.77	42.41	11.08	15.67	38.02
YMR086W	YMR086W	13.01	12.69	30.32	11.38	6.49	3.92	4.49
YMR087W	YMR087W	4.63	8	13.47	6.52	4.91	3.2	2.55
YMR088C	VBA1	22.98	23.16	198.7	38.42	13.27	10.12	25.29
YMR089C	YTA12	17.62	25.83	29.21	14.85	9.9	6.36	5.57
YMR091C	NPL6	12.8	14.75	68.3	26.18	9	6.28	10.13
YMR092C	AIP1	23.11	29.56	69.67	18.5	14.55	31	30.92
YMR093W	UTP15	9.58	12.55	39.6	13.4	9.95	14.11	8.64
YMR095C	SNO1	-242.15	-174.28	102.36	69.51	16.35	20.94	59.92
YMR096W	SNZ1	52.01	70.57	73.61	33.08	75.99	49.38	39
YMR097C	MTG1	14.58	13.82	85	19.7	14.78	11.31	13.67
YMR098C	YMR098C	10.22	13.53	24.76	6.12	4.25	5.32	5.94
YMR099C	YMR099C	42.66	68.1	25.25	17.89	37.96	26.27	26.12
YMR100W	MUB1	5.04	3.83	52.11	8.15	0.23	1.71	6.67
YMR108W	ILV2	33.38	30.27	75.3	23.97	10.9	22.32	35.78
YMR110C	HFD1	9.63	17.66	37.49	8.63	8.63	11.63	12.2
YMR112C	MED11	7.2	11.28	12.97	4.65	3.35	5.21	5.58
YMR113W	FOL3	10.99	13.79	48.7	8.83	6.76	6.21	12.72
YMR115W	FMP24	11.15	10.81	42.82	8.34	7.22	6.42	9.78
YMR116C	ASC1	66.78	59.25	921.72	47.66	3.09	9.42	-1111.63
YMR119W	ASI1	13.98	13.6	57.55	12.29	7.09	5.01	7.95
YMR120C	ADE17	36.23	49.98	35.84	15.1	20.08	17.47	17.8
YMR123W	PKR1	18.05	16.19	21.08	10.2	12.37	13.66	15.02
YMR125W	STO1	15.79	23.75	28.47	9.73	9.38	10.01	6.69
YMR127C	SAS2	6.88	7.38	95.12	25.51	17.89	9.14	14.13
YMR128W	ECM16	14.57	14.9	32.52	18.81	21.06	19.27	14.65
YMR129W	POM152	16.63	13.53	35.87	16.63	14.36	7.22	6.64
YMR131C	RRB1	24.41	26.14	67.3	36.56	40.58	43	44.57
YMR135C	GID8	7.65	12.89	37.82	6.09	2.34	6.39	5.99
YMR136W	GAT2	6.56	4.48	44.75	8.48	2.53	3.92	5.14
YMR137C	PSO2	6.54	8.56	30.93	4.12	4.27	7.37	9.39
YMR138W	CIN4	17.05	15.14	36.41	31.74	26.55	15.99	44.95
YMR139W	RIM11	11.52	13.42	48.48	10.99	6.94	12.12	11.59
YMR145C	NDE1	19.3	23.57	104.85	22.47	11.29	16.68	24.11
YMR146C	TIF34	30.76	23.26	77.81	25.3	18.6	18.5	26.4
YMR149W	SWP1	28.81	29.7	49.35	11.46	7.72	8.66	20.5
YMR150C	IMP1	28.87	36.1	30.55	8.8	9.53	11.85	9.43
YMR152W	YIM1	22.98	27.74	93.39	8.59	12.19	16.86	25.93
YMR153W	NUP53	8.14	9.95	27.13	6.37	8.63	12.7	12.92
YMR156C	TPP1	10.99	12.49	24.19	1.56	11.81	8.88	9.86
YMR157C	FMP39	10.36	11.93	32.61	5.01	3.85	4.26	6.78
YMR158W	MRPS8	7.01	7.14	23.08	3.85	2.47	3.94	3.44
YMR161W	HLJ1	6.98	7.1	62.53	10.04	5.25	13.66	8.31
YMR162C	DNF3	11.14	9.42	24.85	12.74	15.5	6.8	4.99
YMR163C	INP2	7.09	9.28	45.41	9.98	6.12	0.93	6.33
YMR165C	PAH1	6.43	7.86	39.96	12.87	10.81	6.33	6.92
YMR170C	ALD2	19.96	27.12	41.99	13.22	5.79	8.17	11.51
YMR171C	YMR171C	7.47	8.06	89.24	16.77	6.38	9.59	11.79
YMR172W	HOT1	9.87	9.42	30.85	6.94	4.25	10.11	9.01
YMR173W	DDR48	63.24	81.52	59.13	20.74	2.23	5.11	30.56
YMR176W	ECM5	10.03	12.11	18.31	6.9	13.66	7.03	7.37
YMR177W	MMT1	6.78	7.56	75.23	27.84	9.2	7.1	7.31
YMR179W	SPT21	4.34	6.08	16.38	5.98	0.23	0.23	0.54
YMR180C	CTL1	6.93	9.57	50.9	7.39	4.63	3.93	6.66
YMR183C	SSO2	12.05	8.85	26.06	10.73	7.88	9.99	15.58
YMR184W	ADD37	19.66	18.98	36.07	5.44	9.15	11.11	14.12
YMR186W	HSC82	55.77	64.5	198.81	38.06	1.67	8.14	88.72
YMR188C	MRPS17	3.89	7.91	11.26	0.23	1.54	4.42	2.49
YMR189W	GCV2	32.96	34.62	25.66	5.75	3.96	5.04	10.78
YMR190C	SGS1	10.38	8.08	23.06	10.61	9.64	8.94	4.58
YMR191W	SPG5	17.21	23.39	45.81	9.96	6.31	11.02	15.67
YMR192W	GYL1	8.78	9.16	30.21	10.27	5.52	6.29	6.21
YMR193W	MRPL24	4.46	6.46	18.17	2.18	4.53	3.92	3.33
YMR194C-B	YMR194C-B	5.02	10.86	0.66	0.23	0.23	0.23	1.71
YMR195W	ICY1	3.87	5.39	16.67	0.23	0.23	0.23	2.19
YMR197C	VTI1	8.38	11.64	43.54	6.77	8.38	9.84	11.61
YMR198W	CIK1	7.03	7.95	30.78	0.23	4.85	6.12	5.39
YMR199W	CLN1	5.98	7.18	27.24	3.5	0.23	0.23	2.24
YMR200W	ROT1	7.18	6.55	52.11	9.15	6.22	13.87	10.97
YMR201C	RAD14	5.87	11.99	18.33	1.5	5.82	12.47	8.96
YMR202W	ERG2	37.08	50.18	30.31	17.75	14.6	18.17	24.3
YMR203W	TOM40	33.54	30.52	119.62	18.15	9.37	14.76	29.15
YMR204C	INP1	2.61	5.33	18.82	3.78	0.23	0.23	4
YMR205C	PFK2	41.9	44.22	63.26	15.72	11.36	24.24	25.7
YMR207C	HFA1	15.25	14.35	29.07	14.87	10.44	8.56	7.83
YMR208W	ERG12	25.01	24.59	106.26	27.09	26.84	27.61	17.56
YMR210W	YMR210W	9.4	10.23	57.65	12.25	10.27	6.11	9.88
YMR211W	DML1	4.04	6.27	70.32	24.5	22.29	13.39	9.11
YMR212C	EFR3	9.36	14.31	19.45	7.57	16.55	9.88	4.38
YMR213W	CEF1	3.68	5.16	21.23	7.07	5.27	0.23	1.86
YMR214W	SCJ1	15.5	22.74	45.38	19.65	34.31	18.89	13.3
YMR215W	GAS3	28.15	29.42	52.99	27.68	17.03	16.91	28.2
YMR216C	SKY1	6.29	8.6	25.72	6.87	7.37	12.93	6.06
YMR217W	GUA1	52.15	48.5	299.89	42.46	16.1	24.55	261.53
YMR218C	TRS130	7.03	8.86	29.44	14.15	21.87	10	4.3
YMR219W	ESC1	11.27	19.42	28.16	18.71	12.04	6.35	6.81
YMR220W	ERG8	24.37	26.32	73.01	27.46	28.02	20.3	16.8
YMR222C	FSH2	11.05	12.25	37.64	18.91	23.24	11.94	11.61
YMR223W	UBP8	8.65	10.62	49.31	11.95	8.44	21.09	13.02
YMR224C	MRE11	6.73	10.26	20.82	2.99	10.06	4.06	4.02
YMR226C	TMA29	57.26	60.33	44.22	22.93	17.06	12.35	22.57
YMR228W	MTF1	7.86	7.75	116.89	22.89	6.64	0.23	5.09
YMR229C	RRP5	29.42	23.64	41.08	14.05	13.63	25.22	33.76
YMR231W	PEP5	7.33	8.8	25.39	3.18	6.3	6.22	4.91
YMR233W	TRI1	4.81	7.42	31.1	7.4	3.98	1.4	2.23
YMR234W	RNH1	12.47	13.69	39.46	20.54	13.08	11.71	13.01
YMR235C	RNA1	46.61	52.98	190.43	36.24	33.81	63.24	50.92
YMR236W	TAF9	16.37	12.02	26.71	10.77	11.06	8.93	14.88
YMR237W	BCH1	18.22	25.16	24	4.73	9.91	12.27	10.9
YMR238W	DFG5	29.87	41.69	38.84	24.38	20.55	15.11	12.8
YMR239C	RNT1	11.05	14.28	53.39	17.73	14.96	14.81	14.33
YMR240C	CUS1	4.49	7.2	16.4	0.87	5.81	8.71	6.85
YMR241W	YHM2	32.27	34.35	102.08	24.8	14.23	13.78	16.96
YMR243C	ZRC1	18.09	30.73	36.51	17.11	25.56	35.6	18.75
YMR246W	FAA4	20.9	23.29	40.16	18.99	29.35	27.29	15.73
YMR247C	RKR1	16.15	17.04	33.92	13.14	10.68	5.16	10.46
YMR251W-A	HOR7	21.3	22.73	14.56	2.24	0.23	0.23	8.8
YMR255W	GFD1	1.23	5.23	15.99	2.12	1.44	2.85	2.26
YMR256C	COX7	9.61	10.93	14.74	8.43	3.74	2.79	5.52
YMR257C	PET111	3.56	7.84	9.71	0.23	0.23	4.16	0.23
YMR260C	TIF11	24.86	25.95	31.63	17.84	15.83	19.17	24.56
YMR261C	TPS3	17.7	20.94	26.72	3.45	2.35	7.43	18.96
YMR263W	SAP30	12.93	11.71	33.02	8.16	9.86	7.89	9.72
YMR264W	CUE1	29.41	26.52	57.54	19.14	26.7	16.82	15.7
YMR266W	RSN1	16.74	20.72	18.64	5.02	6.15	6.96	8.05
YMR267W	PPA2	8.58	12.41	55.17	19.34	10	4.73	5.72
YMR269W	TMA23	6.25	7.03	17.46	11.59	19.14	13.81	9.58
YMR270C	RRN9	8.25	13.72	22.05	5.16	6.75	11.49	5.68
YMR271C	URA10	3.83	8.34	9.81	0.23	18.85	6.69	5.02
YMR272C	SCS7	23.66	26.42	100.75	22.26	26.23	28.74	29.06
YMR273C	ZDS1	5.45	4.97	22.51	5.52	6.01	4.13	3.86
YMR274C	RCE1	5.03	6.63	23.91	7.85	4.07	0.23	1.26
YMR275C	BUL1	8.66	10.78	20.66	7.77	3.67	3.23	4.07
YMR276W	DSK2	35.35	30.76	108.23	44.15	19.44	30.02	40.25
YMR277W	FCP1	9.97	7.9	49.29	20.54	6.84	6.86	11.94
YMR278W	YMR278W	6.72	10.34	24.61	20.78	12.57	13.58	7.37
YMR281W	GPI12	7.94	13.39	21.07	4.85	4.89	7.79	4.79
YMR282C	AEP2	6.24	10.08	31.61	9.91	4.25	5.71	4.31
YMR283C	RIT1	7.95	9.41	40.05	18.42	17.24	5.75	6.85
YMR284W	YKU70	7.84	13.89	33.38	6.74	4.32	8.69	6.86
YMR285C	NGL2	4.54	13.24	26.36	13.83	14.01	12.88	6.35
YMR288W	HSH155	7.28	6.88	26.59	17.96	4.28	0.23	6.85
YMR289W	ABZ2	12.56	9.68	108.23	35.87	25.46	13.03	9.29
YMR290C	HAS1	19.91	20.32	77.39	23.2	30.64	48.74	62.97
YMR292W	GOT1	25	20.52	59.16	22.4	7.37	8.88	13.1
YMR293C	YMR293C	7.24	9.71	20.08	0.23	4.32	2.69	7.53
YMR294W	JNM1	4.03	7	23.53	0.23	5.96	10.07	5.85
YMR295C	YMR295C	13.72	17.02	25.05	9.23	12.47	13.92	15.51
YMR296C	LCB1	15.32	17.38	27.28	6.79	7.65	10.95	14.12
YMR297W	PRC1	65.18	87.61	55.48	14.83	6.42	14.85	35.99
YMR298W	LIP1	33.66	34.16	33.23	9.11	9.98	9.59	17.69
YMR299C	DYN3	8.96	11.69	33.51	3.52	7.6	9.88	11.69
YMR300C	ADE4	15.99	17.03	78.98	24.6	20.53	17.81	14.56
YMR301C	ATM1	19.28	16.69	62.28	21.39	22.28	11	11.42
YMR302C	YME2	10.67	15.41	30.05	5.52	2.9	6.06	7.46
YMR304W	UBP15	6.82	20.32	8.56	4.94	16.55	10.63	0.23
YMR305C	SCW10	21.21	28.54	59	29.85	28.03	20.25	11.84
YMR307W	GAS1	40.41	45.56	126.3	31.3	13.92	23.24	17.59
YMR308C	PSE1	20.02	26.95	28.91	12.06	15.93	13.66	11.67
YMR309C	NIP1	17.64	21.65	30.35	8.63	9.4	11.48	8.31
YMR311C	GLC8	7.16	6.76	25.27	4.57	4.07	4.82	9.05
YMR312W	ELP6	19.98	19.62	25.86	11.57	17.09	12.81	11.84
YMR313C	TGL3	6.85	8.74	38.35	3.98	3.43	8.89	7.93
YMR314W	PRE5	24.55	22.18	44.36	17.6	24.28	18.03	15.16
YMR318C	ADH6	39.87	38.59	157.72	43.25	21.83	18.52	29.21
YMR319C	FET4	8.76	11.28	50.16	23.84	18.42	7.6	8.28
YNL336W	COS1	15.21	33.64	17.92	7.25	11.48	8.27	6.76
YNL334C	SNO2	10.64	15.65	36.43	24.28	14.66	4.5	15.88
YNL333W	SNZ2	22.52	40.66	66.46	20.06	21.43	14.4	13.05
YNL330C	RPD3	12.79	14.99	111.91	26.45	9	8.18	12.84
YNL329C	PEX6	5.67	6.73	15.78	5.45	5.66	2.11	4.16
YNL327W	EGT2	11.02	12.58	26.03	11.41	6.06	3.38	4.55
YNL326C	PFA3	8.78	9.99	37.38	5.95	8.07	9.67	6.84
YNL325C	FIG4	7.82	12.08	23.99	6.15	6.19	6.21	7.11
YNL323W	LEM3	20.82	25.15	55.65	18.88	13.79	12.31	12.96
YNL322C	KRE1	21.48	21.25	74.61	13.98	10.16	23.62	27.76
YNL321W	VNX1	12.05	11.31	24.36	0.93	3.3	6.95	9
YNL317W	PFS2	6.35	9.78	35.02	19.81	7.53	8.05	8.11
YNL316C	PHA2	6.17	5.59	39.5	8.4	9.86	9.16	7.72
YNL315C	ATP11	14.28	13.73	41.21	7.94	5.1	3.24	9.74
YNL314W	DAL82	8	5.57	23.74	4.18	7.56	7.5	7.55
YNL312W	RFA2	15.24	23.46	24.58	8.67	19.25	13.75	13.11
YNL311C	SKP2	7.05	8.8	22.41	1.88	2.99	2.21	9.03
YNL310C	ZIM17	11.08	12.24	31.23	15.29	11.22	6.63	10.72
YNL308C	KRI1	13.42	16.82	28.05	12.97	23.36	32.25	16.17
YNL307C	MCK1	22.78	22.48	55.9	13.96	15.07	23.49	15.82
YNL306W	MRPS18	16.44	16.09	37.36	6.97	4.91	7.74	11.04
YNL304W	YPT11	3.93	6.82	15.78	1.25	5.79	10.43	6.41
YNL299W	TRF5	5.24	8.08	22.49	11.37	8.7	2.77	3.45
YNL298W	CLA4	5.88	6.92	26.79	3.53	4.01	5.47	5.62
YNL297C	MON2	13.04	12.08	29.9	9.61	6.64	5.81	8.73
YNL294C	RIM21	5.22	11.77	18.76	13.03	12.99	14.16	7.58
YNL293W	MSB3	8.22	11.83	66.74	18.38	7.84	8.3	14.32
YNL292W	PUS4	13.01	12.66	129.98	40.73	21.06	28.96	12.44
YNL291C	MID1	11.35	15.05	21.83	9.2	6.68	7.3	7.1
YNL290W	RFC3	14.11	13.84	133.46	15.03	12.33	16.73	15.69
YNL289W	PCL1	3.99	3.97	35.04	0.23	0.23	1.61	4.31
YNL288W	CAF40	6.39	7.03	25.46	5.25	9	7.09	7.42
YNL287W	SEC21	22.14	24.05	28.24	4.5	6.84	11.38	11.84
YNL286W	CUS2	10.86	10.91	38.21	15.61	8.98	4.87	9.83
YNL284C	MRPL10	9.28	11.55	21.45	3.4	3.81	5.21	7.18
YNL283C	WSC2	12.58	8.97	24.44	3.97	3.82	4.13	8.05
YNL282W	POP3	10.69	11.97	34.74	11.25	6.44	5.44	11.53
YNL281W	HCH1	19.2	23.07	39.43	11.76	7.29	5.68	15.57
YNL280C	ERG24	28.44	29.23	118.43	24.8	19.47	13.81	24.46
YNL277W	MET2	13.41	21.64	137.26	4.07	0.23	5.34	11.68
YNL275W	BOR1	7.41	7.92	46.58	10.13	1.78	0.23	7.37
YNL274C	GOR1	20.16	37.71	118.86	9.7	3.81	9.27	25.54
YNL273W	TOF1	7.03	7.04	16.45	7.66	2.78	0.23	3.35
YNL272C	SEC2	12.6	11.22	46.13	22.79	9.34	5.13	6.9
YNL271C	BNI1	8.08	12.28	16.12	8.86	9.29	4.15	2.77
YNL268W	LYP1	15.96	17.13	71.67	29.89	16.51	10.6	15.55
YNL267W	PIK1	6.42	7.48	30.89	8.67	27.41	12.91	4.34
YNL265C	IST1	7.91	8.12	68	28.97	12.04	9.22	10.19
YNL264C	PDR17	23.39	35.51	117.82	37.12	20.29	26.7	24.1
YNL263C	YIF1	12.5	15.01	44.73	20.5	18.8	16.2	12.27
YNL262W	POL2	14.18	16.78	21.98	8.15	18.25	9.84	9.2
YNL261W	ORC5	8.15	9.31	35.82	12.96	18.54	13.34	8.94
YNL259C	ATX1	10.08	16.67	12.13	5.31	2.47	0.23	0.23
YNL258C	DSL1	21.42	30.26	54.44	19.5	15.85	13.53	13.46
YNL257C	SIP3	11.77	12.53	32.2	10.21	13.15	7.77	9.06
YNL256W	FOL1	13.15	9.84	49.34	16.82	11.93	12.53	14.61
YNL255C	GIS2	17.1	18.49	22.64	11.74	11.55	15.77	19.39
YNL253W	TEX1	8.89	13.88	10.75	1.63	11.82	31.46	12.88
YNL252C	MRPL17	6.96	9.94	33.44	5.23	3.13	3.09	4.6
YNL251C	NRD1	7.26	6.02	16.48	2.59	3.18	5.27	9.28
YNL248C	RPA49	12.44	16.01	67.71	25.75	24.55	23.12	14.81
YNL247W	YNL247W	37.46	31.02	63.77	22.79	27.98	33.47	41.6
YNL246W	VPS75	25.3	26.21	112.26	39.34	25.83	23.52	34.49
YNL244C	SUI1	14.28	16.09	19.06	10.62	8.27	6.36	8.88
YNL243W	SLA2	19.16	18.9	46.97	7.78	7.31	14.35	21.95
YNL241C	ZWF1	22.26	25.82	31.55	11.34	12.2	21.74	17.67
YNL240C	NAR1	8.06	20.37	21.54	14.64	18.9	24.03	10.69
YNL239W	LAP3	52.1	47.48	54.08	19.9	23.04	19.4	29.39
YNL238W	KEX2	9.76	9.17	23.85	5.77	3.67	5.35	6.08
YNL236W	SIN4	8.13	8.39	22.92	9.47	9.38	0.23	4.78
YNL233W	BNI4	6.15	8.99	19.04	7.96	10.37	4	3.69
YNL232W	CSL4	8.09	7.82	42.7	21.4	10.73	4.96	6.3
YNL231C	PDR16	9.1	7.66	76.91	9.97	4.03	8.97	11.66
YNL229C	URE2	6.92	7.73	41.05	8.46	10.55	7.16	8.1
YNL227C	JJJ1	8.24	7.43	19.87	9.02	17.27	13.61	9.67
YNL225C	CNM67	6.28	6.85	31.02	7.5	3.17	3.78	5.69
YNL224C	SQS1	6.19	6.36	28.26	15.23	6.39	6.77	7.43
YNL222W	SSU72	6.41	7.96	46.24	20.51	8.13	3.32	4.4
YNL221C	POP1	5.98	7.14	24.75	5.81	5.19	7.51	8.55
YNL220W	ADE12	36.14	40.95	183.17	32.68	25.75	28.42	40.64
YNL219C	ALG9	14.08	20.12	38.5	14.21	7.92	10.61	9.35
YNL216W	RAP1	10.16	11.03	40.13	9.75	10.03	10.74	11.18
YNL215W	IES2	9.29	11.3	38.01	8.14	9.13	11.05	10.35
YNL213C	YNL213C	2.18	5.37	10.78	0.23	1.01	0.23	0.23
YNL212W	VID27	15.51	12.74	57.94	8.67	6.56	11.86	13.26
YNL209W	SSB2	72.22	64.5	-4919.23	52.64	5.99	17.07	435.13
YNL208W	YNL208W	78.49	79	84.15	19.32	9.74	8.25	29.67
YNL207W	RIO2	10.62	11.66	66.02	22.35	27.22	30.14	21.5
YNL206C	RTT106	10.14	8.67	49.11	20.06	15.84	10.04	7.31
YNL201C	PSY2	6.3	11.71	25.5	14.68	12.59	5.63	6.78
YNL199C	GCR2	4.68	6.8	43.33	16.54	6.97	8.8	5.05
YNL197C	WHI3	3.88	5.14	15.09	0.23	0.23	3.05	2.87
YNL192W	CHS1	9.25	7.62	40.18	9.11	0.23	4.23	10.42
YNL191W	DUG3	6.74	7.78	52.77	14.55	9.93	12.08	16.13
YNL189W	SRP1	26.98	33.63	45.81	17.2	9.95	21.48	26.11
YNL188W	KAR1	3.95	4.16	31.29	18.95	0.23	0.23	4.21
YNL186W	UBP10	7.22	13.9	22.93	13.34	10.07	9.12	8.65
YNL185C	MRPL19	5.36	5.88	26.91	9.23	0.23	0.23	0.23
YNL183C	NPR1	6.29	6.95	23.1	5.33	2.3	1.39	5.52
YNL182C	IPI3	8.48	11.3	27.27	16.82	17.15	16.47	7.65
YNL180C	RHO5	7.54	8.84	29.46	14.12	10.98	10.57	7.01
YNL177C	MRPL22	9.6	11.05	68.15	10.67	8.72	8.03	9.26
YNL175C	NOP13	14.89	24.03	27.82	16.74	42.74	64.28	31.62
YNL173C	MDG1	22.03	34.03	36.81	16.72	15.45	15.47	16.8
YNL172W	APC1	9.08	7.96	30.15	8.59	3.83	3.06	3.63
YNL169C	PSD1	14.31	18.48	65.43	22.36	15.05	14.72	13.44
YNL167C	SKO1	7.97	8.18	22.97	5.17	1.75	1.26	3.61
YNL166C	BNI5	10.87	13.56	115.18	23.55	18.6	24.57	15.55
YNL164C	IBD2	2.55	6	20.22	11.74	7.94	5.18	2.53
YNL163C	RIA1	10.49	10.16	41.44	9.71	18.8	19.34	12.87
YNL161W	CBK1	9.29	9.35	35.04	1.74	13.04	24.74	12.78
YNL160W	YGP1	16.83	21.15	18.14	0.23	5.38	12.58	35.67
YNL159C	ASI2	9.88	8.39	49.41	8.05	12.93	25.52	17.27
YNL158W	PGA1	8.28	8.21	26.72	3.86	5.01	11.41	11.7
YNL156C	NSG2	14.68	13.03	80.86	7.26	11.22	16.12	19.33
YNL154C	YCK2	14.46	17.31	55.4	12.5	6.52	16.33	18.46
YNL153C	GIM3	9.72	9.37	20.08	5.07	7.59	6.61	7.38
YNL152W	YNL152W	6.95	8.4	18.54	2.48	6.21	7.54	7.36
YNL151C	RPC31	13.25	18.58	42.57	11.83	19.1	14.33	4.42
YNL149C	PGA2	14.77	15.73	28.32	11.36	12.85	9.41	11.71
YNL148C	ALF1	13.11	17.58	95.83	29.33	19.54	21.31	27.23
YNL147W	LSM7	8.4	7.81	10.24	2.7	0.61	0.23	5.25
YNL141W	AAH1	14.43	19.71	38.27	18.49	64.17	35.66	31.44
YNL139C	RLR1	9.94	11.87	21.39	10.12	14.42	8.79	6.48
YNL138W	SRV2	44.66	47.94	61.15	17.08	9.29	14.41	26.45
YNL137C	NAM9	7.96	11.76	42.25	9	4.46	5.04	7.53
YNL136W	EAF7	9.15	9.34	34.9	8.48	4.14	5.83	10.89
YNL135C	FPR1	67.87	44.2	60.05	26.94	14.7	8.99	81.01
YNL133C	FYV6	5.65	8.27	13.58	0.23	2.23	3.19	3.36
YNL132W	KRE33	24.33	20.02	35.56	10.99	22.75	32.08	24.36
YNL131W	TOM22	18.1	20.12	35.58	11.1	7.24	7.21	10.32
YNL130C	CPT1	29.02	38.59	112.51	27.21	10.97	14.89	24.92
YNL129W	NRK1	20.43	20.33	85.56	15.87	11.96	9.24	13.33
YNL127W	FAR11	7.34	10.55	24.44	5.65	13.58	8.27	4.73
YNL126W	SPC98	6.49	7.89	21.35	8.49	1.25	3.59	4.09
YNL125C	ESBP6	4.59	8.64	17.02	5.65	3.59	2.88	3.1
YNL124W	NAF1	9.28	10.75	38.63	14.88	9.23	23	15.29
YNL123W	NMA111	11.37	16.45	22.26	12.65	16.97	11.05	7.22
YNL121C	TOM70	30.42	32.37	78.13	17.75	8.82	10.73	16.37
YNL119W	NCS2	8.21	8.59	35.16	12.38	13.06	7.51	7.95
YNL118C	DCP2	6.78	6.87	28.09	4	0.23	2.17	6.72
YNL116W	DMA2	6.91	7.87	35.33	4.35	5.03	8.23	14.91
YNL113W	RPC19	7.16	7.35	9.64	5.68	9.8	7.61	2.9
YNL112W	DBP2	27.55	26.23	52.35	27.08	29.66	50.13	53.16
YNL111C	CYB5	6.97	7.48	23.38	5.29	15.13	7.01	4.29
YNL110C	NOP15	11.7	9.92	34.01	19.07	29.75	30.61	27.23
YNL107W	YAF9	2.82	5.8	29.86	5.63	10.32	7.28	2.67
YNL104C	LEU4	41.95	44.05	67.21	21.44	8.91	16.5	32.23
YNL103W	MET4	4.32	12.06	13.33	0.97	1.31	5.37	4.07
YNL102W	POL1	12.11	15.02	41.88	18.59	13.74	11.15	9.28
YNL101W	AVT4	9.1	9.58	32.26	7.72	10.69	11.71	8.7
YNL100W	YNL100W	7.37	7.86	65.95	6.18	2.42	4.89	9.67
YNL099C	OCA1	9.61	11.67	40.58	8.91	7.58	12.55	13.56
YNL098C	RAS2	22.12	24.73	41.25	5.12	5.48	15.89	22.06
YNL097C	PHO23	6.45	6.71	31.46	7.62	5.75	5.38	10.83
YNL094W	APP1	8.27	6.23	50.87	6.81	5.13	5.91	6.86
YNL091W	NST1	9.05	10.24	29.51	12.37	8.57	5.5	9.1
YNL090W	RHO2	14.27	13.9	92.79	14.83	15.35	17.53	13.28
YNL088W	TOP2	25.3	28.95	29.58	16.02	13.31	18.82	17.3
YNL087W	TCB2	20.67	21.89	38.47	16.22	30.27	26.6	21.3
YNL085W	MKT1	34.63	33.49	52.56	12.78	16.75	23.13	30.53
YNL084C	END3	20.18	18.92	84.31	13.8	3.99	7.46	17.71
YNL083W	SAL1	8.46	8.49	82.26	3.35	2.57	7.93	9.77
YNL082W	PMS1	6.83	6.16	31.76	9.11	7.67	3.43	9.2
YNL081C	SWS2	7.03	5.66	28.18	2.83	2.02	2.74	3.41
YNL080C	EOS1	11.79	12.45	36.77	6.6	6.84	8.27	11.05
YNL079C	TPM1	35.96	38.19	19.53	11.48	7.87	9.63	22.03
YNL078W	NIS1	6.35	7.37	20.69	7.48	8.99	14.43	11.91
YNL077W	APJ1	3.87	3.08	12.92	0.23	3.04	7.85	11.88
YNL076W	MKS1	4.78	7.12	19.66	0.23	7.07	5.94	3.79
YNL075W	IMP4	11.62	12.97	29.64	9.89	26.53	15.94	10.76
YNL074C	MLF3	10.24	11.24	33.91	3.31	4.71	7.44	10.98
YNL073W	MSK1	8.4	10.94	33.84	3.88	3.28	6.45	4.16
YNL072W	RNH201	6.25	6.7	21.5	5.87	17.8	17.36	20.06
YNL071W	LAT1	98.59	105.27	126.25	31.9	15.88	26.25	71.87
YNL070W	TOM7	7.22	10.8	6.85	1.13	0.23	0.23	0.23
YNL068C	FKH2	6.39	5.87	27.44	3.46	4.73	9.88	8.67
YNL066W	SUN4	16.59	14.4	47.62	17.24	9.25	7.49	8.77
YNL065W	AQR1	5.21	4.71	18.63	0.23	0.23	2.76	6.32
YNL064C	YDJ1	27.26	25.75	122.67	18.58	6.44	10.45	41.67
YNL063W	MTQ1	9.32	9.77	19.2	1.86	8.57	7.06	10.11
YNL062C	GCD10	14.79	15.04	51.9	20.84	38.46	28.71	35.2
YNL061W	NOP2	18.27	18.73	56.2	25.58	32.32	40.22	40.35
YNL059C	ARP5	11.51	15.26	47.43	9.89	9.33	14.94	12.64
YNL056W	OCA2	10.65	13.11	32.81	14.42	15.37	10.62	8.3
YNL055C	POR1	61.91	60.66	43.5	19.26	7.19	9.65	33.63
YNL054W	VAC7	9.89	7.29	44.06	11.6	5.45	4.61	5.44
YNL053W	MSG5	3.5	8.33	30.46	3.67	11.25	6.39	5.45
YNL052W	COX5A	12.15	18.69	35.73	14.25	24.18	19.62	10.35
YNL051W	COG5	8.21	9.06	45.06	10.44	5.97	8.35	9.77
YNL049C	SFB2	20.68	18.45	35.97	10.15	11.58	15.25	11.18
YNL048W	ALG11	13.69	18.51	33.24	19.49	8.12	6.59	8.18
YNL047C	SLM2	7.46	6.68	37.57	5.97	1.68	3.32	9.29
YNL045W	YNL045W	28.31	29.3	35.91	9.53	8.45	17.25	20.62
YNL044W	YIP3	14.97	15.71	43.97	12.23	6.01	5.64	10.21
YNL042W	BOP3	6.57	5.44	24.97	3.45	2.15	4.31	10.28
YNL041C	COG6	10.66	10.83	38.66	6.37	5.28	9.21	17.98
YNL039W	BDP1	6.45	7.96	27.81	4.5	3.84	9.21	6.06
YNL038W	GPI15	11.48	11.96	46.75	29.72	17.22	9.48	7.56
YNL037C	IDH1	15.06	16.01	51.95	14.66	13.95	16.63	18.28
