	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YLR100W	ERG27	24.63	34.61	40.63	14.77	15.51	21.27	22.58
YLR102C	APC9	6.47	6.54	63.72	16.3	12.93	8.47	9.59
YLR103C	CDC45	8.74	7.58	20.73	6.77	4.59	5.15	5.27
YLR105C	SEN2	13.15	15.37	64.34	19.4	19.82	13.91	16.07
YLR106C	MDN1	30.59	40.95	24.51	12.67	11.62	23.24	34.5
YLR107W	REX3	3.19	7.8	23.01	7.87	6.53	7.11	5.92
YLR109W	AHP1	38.82	29.64	68.39	23.79	0.23	1.29	26.13
YLR110C	CCW12	25.81	20.11	47.68	23.12	0.23	0.23	30
YLR113W	HOG1	21.45	21.2	64.45	15.12	10.06	12.45	20.86
YLR114C	AVL9	20.29	12.43	47.34	11.75	5.32	8.36	13.23
YLR115W	CFT2	7.94	9.57	27.95	9.03	8.04	6.38	5.9
YLR116W	MSL5	4.6	2.66	38.08	9.1	4.95	1.92	3.56
YLR117C	CLF1	5.17	8.36	28.34	6.67	2.76	4.22	4.91
YLR118C	YLR118C	52.95	73.62	85.83	21.56	40.29	31.05	20.1
YLR119W	SRN2	9.12	11.44	26.65	7.73	3.54	1.88	6.22
YLR120C	YPS1	9.22	9.83	48.47	8.31	3.41	8.21	10.58
YLR128W	DCN1	10.29	11.67	95.15	45.85	11.64	3.77	15.66
YLR129W	DIP2	11.46	13.4	23.72	12.54	17.94	17.94	9.46
YLR130C	ZRT2	16.3	19.61	118.25	29.51	14.56	21.58	12.76
YLR131C	ACE2	5.74	6.52	21.46	1.95	7.27	6.36	4.08
YLR133W	CKI1	7.91	10.48	43.98	18.84	37.11	28.78	12.58
YLR134W	PDC5	10.38	17.23	22.68	11.33	9.15	13.09	7.57
YLR136C	TIS11	3.7	5.74	23.59	5.75	3.97	8.11	0.23
YLR138W	NHA1	16.16	14.51	35.97	17.75	10.53	6.23	9.2
YLR144C	ACF2	9.74	8.21	28.22	7.09	8.91	4.78	7.71
YLR145W	RMP1	5.06	3	49.9	13.41	5.02	2.1	3.86
YLR146C	SPE4	19.11	19.38	60.97	25.22	35.03	30.22	15.02
YLR147C	SMD3	7.39	4.38	16.75	7.41	4.06	2.82	4.11
YLR148W	PEP3	8.58	14.49	33.95	8.63	7.39	9.74	13.99
YLR150W	STM1	53.19	56.23	48.28	23.36	8.35	15.43	71.43
YLR151C	PCD1	7.97	11.11	59.34	10.02	10.23	29.59	15.22
YLR153C	ACS2	36.8	44.08	45.35	20.47	19.51	37.8	55.72
YLR154C	RNH203	8.63	9.84	16.46	11.86	9.57	5.77	10.92
YLR154W-C	TAR1	7.9	2.73	8.51	7.7	0.23	2.46	5.01
YLR155C	ASP3-1	140.71	-369.28	102.38	27.92	5.44	6.07	57.96
YLR157C	ASP3-2	140.71	-369.28	102.38	27.92	5.44	6.07	57.96
YLR158C	ASP3-3	140.71	-369.28	102.38	27.92	5.44	6.07	57.96
YLR160C	ASP3-4	140.71	-369.28	102.38	27.92	5.44	6.07	57.96
YLR163C	MAS1	10.44	10.17	46.8	7.46	5.97	17.33	16.83
YLR164W	YLR164W	4.85	4.6	4.07	0.23	1.89	3.36	6.53
YLR165C	PUS5	5.7	8.29	11.95	0.23	3.89	3.51	4.7
YLR166C	SEC10	11.49	12.32	28.65	6.31	4.89	7.19	11.84
YLR168C	YLR168C	5.91	6.48	6.96	0.23	3.81	6.76	6.77
YLR170C	APS1	6.37	9.18	23.75	6.63	13.13	21.45	11.82
YLR172C	DPH5	17.91	23.58	48.55	18.29	33.34	34.32	31.94
YLR175W	CBF5	29.97	32.51	121.04	38.94	12.88	16.49	29.73
YLR176C	RFX1	7.34	9.11	20.87	4	1.94	4.97	7.98
YLR178C	TFS1	18.81	30.64	20.08	0.23	4.75	7.45	28.76
YLR179C	YLR179C	63.56	53.32	52.1	23.63	19.52	26.22	70.71
YLR180W	SAM1	42.74	40.44	228.95	43.65	39.86	69.59	269.96
YLR181C	VTA1	8.44	14.27	40.59	20.23	26.29	20.36	7.65
YLR182W	SWI6	4.72	7.09	20.12	10.27	6.14	2.69	3.64
YLR183C	TOS4	11.74	11.41	47.14	11.62	8.79	10	11.56
YLR186W	EMG1	10.31	13	27.93	8.18	12.53	8.94	5.85
YLR188W	MDL1	18.07	22.97	46.14	22.58	33.14	23.9	6.95
YLR189C	ATG26	12.97	11.84	49.82	7.99	10.97	18.69	13.58
YLR191W	PEX13	7.33	8.22	38.38	18.81	8.91	12.13	6.7
YLR192C	HCR1	21.31	29.93	29.33	13.32	18.43	21.51	18.97
YLR193C	UPS1	9.96	8.17	19.36	4.97	10.19	7.01	11.62
YLR195C	NMT1	15.21	18.2	39.94	7.33	11.3	22.46	19.03
YLR196W	PWP1	14.96	14.9	61.28	24.17	28.43	38.6	28.83
YLR197W	SIK1	24.74	29.69	82.58	34.36	23.78	24.13	30.49
YLR199C	PBA1	9.8	11.14	53.19	11.6	16.22	12.65	12.23
YLR200W	YKE2	14.68	11.16	16.38	4.32	3.1	4.31	7.91
YLR201C	COQ9	19.59	24.22	23.32	3.29	7.05	10.01	13.9
YLR203C	MSS51	15.14	17.92	75.86	3.65	6.47	13.05	11.23
YLR206W	ENT2	13.17	11.35	55.19	7.7	4.53	8.39	17.95
YLR207W	HRD3	15.92	12.79	39.7	15.16	11.28	7.62	9.47
YLR208W	SEC13	24.87	28.61	169.42	29.73	11.89	17.1	23.56
YLR209C	PNP1	21.3	22.69	68.65	28.07	26.86	26.07	34.16
YLR210W	CLB4	3.76	7.37	29.27	1.56	7.02	9.03	3.95
YLR212C	TUB4	8.75	10.53	58.59	5.87	5.23	8.91	15.73
YLR214W	FRE1	13.1	15.6	36.18	9.2	7.3	6.21	4.2
YLR215C	CDC123	5.79	7.56	35.88	13.04	14.18	7.38	4.98
YLR216C	CPR6	45.93	64.36	100.63	18.2	4.55	8.69	41.71
YLR218C	YLR218C	9.37	15.07	14.59	5.09	0.23	0.23	1.58
YLR219W	MSC3	5.47	6.83	19.01	2.38	0.23	2.72	4.24
YLR220W	CCC1	13.64	11.04	95.04	24.56	5.44	7.01	10.37
YLR221C	RSA3	12.62	9.44	52.56	35.11	40.78	35.61	14.3
YLR222C	UTP13	14.43	13.77	47.57	21.16	16.02	16.61	11.62
YLR223C	IFH1	6.2	6.31	36.18	10.24	7.43	4.82	7
YLR226W	BUR2	7.3	9.17	77.7	10.73	24.32	36.61	10.61
YLR227C	ADY4	8.73	15.77	22.14	3.29	2.17	2.86	4.85
YLR228C	ECM22	7.49	10.57	18.87	3.73	8	8.12	5.45
YLR229C	CDC42	20.05	20.13	36.96	14.11	11.47	12.57	13.99
YLR231C	BNA5	31.35	31.73	84.53	55.33	30.4	24.77	26.92
YLR237W	THI7	12.18	11.74	24.79	11.76	21.94	13.27	5.85
YLR238W	FAR10	3.9	7.42	20.06	13.75	6.54	4.4	3.45
YLR239C	LIP2	11.29	12.51	70.39	26.89	17.36	5.85	10.37
YLR240W	VPS34	9.74	11.89	33.9	15.31	18.75	8.15	3.46
YLR242C	ARV1	8.83	14.64	61.95	36.96	17.99	12.34	11.77
YLR244C	MAP1	22.04	24.32	70.94	27.69	11.52	13.14	26.77
YLR245C	CDD1	5.56	7.76	69.23	23.99	9.73	20.85	12.15
YLR246W	ERF2	6.78	9.81	39.13	7.4	9.46	11.08	9.21
YLR247C	IRC20	11.92	9.46	29.44	12.83	14.6	7.64	5.28
YLR248W	RCK2	26.6	31.4	48.86	20.5	10.08	10.79	17.06
YLR249W	YEF3	64.77	54.88	-8250.15	42.63	4.43	13.91	149.21
YLR250W	SSP120	27.34	29.02	110.87	21.72	26.08	10.73	13.43
YLR251W	SYM1	6.85	10.43	52	0.23	8.13	14.73	19
YLR256W	HAP1	26.62	28.29	60.26	17.59	2.9	8.42	44.59
YLR258W	GSY2	17.13	20.61	37.55	0.23	3.05	12.25	20.92
YLR259C	HSP60	44.5	53.5	106.61	21.83	3.87	7.58	40.12
YLR260W	LCB5	7.03	6.96	27.06	0.23	2.41	4.44	8.1
YLR262C	YPT6	9.58	11.7	25.28	7.99	14.46	33.53	10.63
YLR262C-A	TMA7	20.81	22.08	6.65	4.52	7.67	8.67	14.01
YLR263W	RED1	17.09	20.85	35.07	10.89	13.82	16.34	37.79
YLR265C	NEJ1	10.14	9.38	31.74	11.19	5.79	6.96	9.24
YLR266C	PDR8	10.04	15.63	29.82	8.89	10.64	7.24	5.62
YLR268W	SEC22	26.93	23.11	59.84	18.15	19.05	17.56	16.92
YLR270W	DCS1	33.16	33.44	340.06	9.98	6.73	19.4	44.06
YLR272C	YCS4	11.96	13.84	34.99	15.32	22.14	10.07	9.93
YLR274W	MCM5	6.95	9.76	36.24	15.22	26.04	10.99	7.88
YLR276C	DBP9	15.48	20.27	44.44	24.62	35.37	34.04	20.08
YLR277C	YSH1	7.82	8.68	28.42	11.66	10.94	7.81	3.84
YLR284C	ECI1	6.7	14.7	25.66	2.45	7.93	7.29	8.31
YLR285W	NNT1	24.75	27.49	66.35	23.4	17.19	23.97	12.02
YLR286C	CTS1	33.38	31.21	45.21	9.93	1.96	4.44	15.7
YLR288C	MEC3	7.56	11.75	35.11	5.68	6.85	11.56	11.79
YLR289W	GUF1	5.49	6.3	19.55	0.23	0.99	6.05	3.75
YLR291C	GCD7	13.2	20.77	37.04	14.59	20.92	20.95	10.4
YLR292C	SEC72	16.95	16.88	42.9	9.81	10.91	8.97	11.13
YLR293C	GSP1	48.92	39.33	126.4	32.36	11.89	13.97	129.1
YLR295C	ATP14	4.27	7.65	6.21	2.57	4.98	3.6	3.68
YLR298C	YHC1	4.01	5.16	20.11	2.18	2.08	1.75	3.12
YLR299W	ECM38	23.03	27.15	44.53	16.59	16.88	9.42	12.5
YLR300W	EXG1	18.91	25.06	59.01	21.15	9.61	8.55	8.52
YLR304C	ACO1	52.42	56.21	71.73	22.85	12.58	12.08	18.57
YLR305C	STT4	12.62	13.19	18.11	10.29	15.27	8.36	7.53
YLR306W	UBC12	6.33	6.02	39.56	22.05	24.42	6.51	7.49
YLR309C	IMH1	14.24	15.1	43.27	15.77	12.24	9.39	10.39
YLR310C	CDC25	13.03	13.3	27	9.67	16.75	9.3	6.49
YLR312W-A	MRPL15	7.07	7.91	38.27	2.04	4.02	5.6	4.73
YLR313C	SPH1	6.66	8	27.86	10.13	1.77	2.75	4.46
YLR314C	CDC3	13.21	28.27	41.3	21.1	18.69	30.37	12.53
YLR316C	TAD3	11.44	12.74	85.61	30.95	15.57	5.14	8.72
YLR319C	BUD6	9.3	6.81	68.68	23.26	22.32	11.25	7.28
YLR321C	SFH1	7.53	10.73	35	22.26	15.27	12.44	10.83
YLR323C	CWC24	9.44	7.31	36.66	11.26	7.29	4.77	5.11
YLR324W	PEX30	15.62	21.05	33.81	6.99	7.07	9.27	9.84
YLR328W	NMA1	10.94	10.77	103.21	19.85	18.3	17.66	12.7
YLR330W	CHS5	16.12	28.96	29.17	9.31	7.59	13.33	18.19
YLR332W	MID2	4.93	4.76	24.73	0.23	2.27	6.21	5.41
YLR335W	NUP2	16.11	22.44	18.61	9.45	15.68	13.98	8.42
YLR336C	SGD1	8.71	12.97	31.79	16.56	15	14.51	8.5
YLR337C	VRP1	3.49	9.25	4.8	0.23	3.57	6.67	1.5
YLR342W	FKS1	36.8	35.15	37.75	18.93	7.47	11.83	20.7
YLR347C	KAP95	9.39	8.71	27.58	6.91	10.24	15.08	19.53
YLR348C	DIC1	36.5	45.66	67.41	16.08	21.03	16.28	19.09
YLR350W	ORM2	2.31	5.85	6.15	0.23	0.23	4.13	8.8
YLR351C	NIT3	48.69	63.06	39.44	16.59	17.97	23.75	36.18
YLR353W	BUD8	7.81	6.59	27.13	1.92	3.41	4.75	7.05
YLR354C	TAL1	87.41	85.56	127.12	34.25	13.41	20.44	67.19
YLR355C	ILV5	32.72	34.67	363.71	37.76	12.8	17.64	23.36
YLR357W	RSC2	4.36	8.88	16.96	3.92	1.79	3.76	4.13
YLR359W	ADE13	37.64	41.28	231.98	27.66	20.9	29.46	31.52
YLR360W	VPS38	8.3	8.32	34.95	8.75	5.95	6.61	8.13
YLR361C	DCR2	21.67	26.39	813.47	24.86	38.33	34.2	23.04
YLR362W	STE11	8.99	7.03	34.39	4.03	5.9	8.62	13.27
YLR363C	NMD4	8.37	9.51	41.75	6.05	11.31	12.77	18.64
YLR364W	YLR364W	26.04	23.39	14.72	4.28	12.96	9.63	15.88
YLR368W	MDM30	8.87	9.6	30.29	12.18	13.23	9.98	7.82
YLR369W	SSQ1	10.44	10.51	54.02	7.05	5.79	14.44	11.58
YLR370C	ARC18	9.56	18.25	22.64	10.5	11.64	10.04	7.33
YLR371W	ROM2	6.31	7.11	29.12	5.52	1.55	3.97	5.43
YLR372W	SUR4	26.56	34.29	63.09	30.1	15.1	21.45	24.46
YLR373C	VID22	7.76	6.95	21.02	0.23	0.23	2.4	5.44
YLR375W	STP3	11.48	15.34	52.68	11.19	13.5	21	15.09
YLR376C	PSY3	2.73	8.33	3.84	0.23	1.49	4.41	1.86
YLR378C	SEC61	22.08	36.65	25.99	12.78	10.25	10.93	13.71
YLR380W	CSR1	14.68	16.92	30.37	5.86	12.7	14.72	15.53
YLR383W	SMC6	13.58	13.63	28.65	11.14	13.24	7.08	8.99
YLR384C	IKI3	19.68	21.63	22.77	8.54	27.74	26.95	12.6
YLR386W	VAC14	8.81	11.53	23.21	8	13.62	8.4	6.98
YLR387C	REH1	7.77	12.74	29.33	9.15	16.75	12.65	11.99
YLR389C	STE23	28.07	23.24	21.35	3.17	4.09	7.53	12.5
YLR390W	ECM19	9.21	11.18	7.84	0.23	1.54	0.23	3.7
YLR390W-A	CCW14	22.75	21.74	27.57	11.38	7.5	16.31	25.9
YLR394W	CST9	4.54	4.22	21.27	4.56	0.23	0.23	3.08
YLR395C	COX8	9.19	10.36	14.09	4.59	5.71	4.64	2.72
YLR396C	VPS33	19.12	18.46	65.48	13.49	12.92	15.27	19.28
YLR397C	AFG2	8.97	11.85	35.93	12.16	43.13	19.44	8.23
YLR398C	SKI2	14.73	13.15	38.38	13.85	6.98	7.96	9.83
YLR399C	BDF1	9.56	14.82	29.94	6.92	1.49	6.31	12.32
YLR401C	DUS3	12.03	11.51	71.3	28.66	18.7	39.63	99.27
YLR403W	SFP1	5.29	4.88	17.7	0.23	0.23	4.86	4
YLR404W	YLR404W	8.93	11.06	26.89	7.98	12.87	11.03	7.47
YLR405W	DUS4	6.78	7.26	23.31	5.4	8.4	5.24	5
YLR409C	UTP21	12.68	12.84	34.05	9.28	19.2	17.05	14.61
YLR410W	VIP1	24.85	27.94	62.65	23.44	4.5	7.62	36.23
YLR412W	YLR412W	8.47	13.43	27.78	8.9	7.71	2.55	7.37
YLR417W	VPS36	7.12	11.74	26.56	8.43	5.18	6.2	8.04
YLR418C	CDC73	9.85	11.71	104.4	39.6	38.24	28.85	12.51
YLR420W	URA4	17.98	26.91	40.68	15.21	26.47	19.18	21.74
YLR421C	RPN13	21.37	19.14	82.83	21.25	22.56	21.05	16.07
YLR424W	SPP382	8.71	9.35	46.77	21.18	4.04	2.97	7.13
YLR425W	TUS1	7.54	7.4	28.15	7.27	6.25	2.84	5.02
YLR427W	MAG2	8.35	11.19	39.9	21.24	11.79	7.83	8.06
YLR429W	CRN1	25.12	35.71	52.93	20.22	31.33	31.5	20.11
YLR430W	SEN1	10.4	7.44	16.51	9.35	12.18	2.53	4.77
YLR432W	IMD3	22.46	42.95	32.66	19.23	11.58	23.61	28.02
YLR433C	CNA1	12.45	11.51	217.21	25.27	19.55	27.37	25.18
YLR435W	TSR2	7.38	8.06	31.88	20.93	25.01	17.66	8.76
YLR436C	ECM30	4.98	6.63	21.65	1.51	0.23	3.11	6.76
YLR438W	CAR2	36.16	45.46	49.76	12.7	7.64	23.22	46.92
YLR439W	MRPL4	4.02	4.04	34.76	6.68	2.42	9.14	6.94
YLR440C	SEC39	9.04	7.97	51.26	20.78	10.31	4.68	10.82
YLR442C	SIR3	6.79	8.55	21.7	6.97	5.74	3.7	6.49
YLR447C	VMA6	49.41	48.78	55.49	19.97	16.41	34.33	49.07
YLR449W	FPR4	22.91	35.47	31.14	18.9	27.31	39.05	54.46
YLR450W	HMG2	26.03	23.59	20.79	8.5	12.44	6.04	10.95
YLR451W	LEU3	4.99	6.63	23.31	7.81	6.05	3.79	5.16
YLR452C	SST2	7.89	8.46	35.66	7.59	12.31	21.79	6.66
YLR459W	GAB1	11.97	10.08	70.77	13.11	7.35	5.36	9
YML132W	COS3	20.35	32.28	21.73	9.53	6.38	5.39	11.08
YML130C	ERO1	14.48	18.98	36.96	6.65	0.23	4.11	16.99
YML128C	MSC1	12.59	14.71	89.52	4.46	7.86	15.19	31.62
YML127W	RSC9	9.44	13.24	52.52	14.71	7.32	16.8	17.55
YML126C	ERG13	41.56	57.54	124.73	38.68	28.74	47.59	39.66
YML125C	PGA3	27.08	26.23	71.01	33.57	22.67	17.58	18.9
YML124C	TUB3	32.48	39.74	128.43	32.63	12.5	26.99	27.51
YML123C	PHO84	41.75	18.41	255.06	43.2	1.6	2.69	314.83
YML121W	GTR1	9.83	12.83	68.21	8.74	12.35	15.01	10.1
YML120C	NDI1	4.64	3.94	31.38	0.23	0.23	6.86	8.58
YML117W	NAB6	11.34	9.14	30.12	10.29	8.21	5.05	7.69
YML116W	ATR1	7.84	10.1	22.91	14.87	8.23	3.16	2.97
YML115C	VAN1	12.86	15.56	99.3	24.91	15.77	16.85	12.93
YML114C	TAF8	6.79	8.23	27.59	12.4	8.62	6.82	7.81
YML113W	DAT1	0.23	3.06	15.74	6.06	6.78	3.9	3.23
YML112W	CTK3	4.21	6.18	27.57	8.71	9.01	5.13	4.87
YML111W	BUL2	7.32	8.85	21.66	6.7	3.95	4.33	3.35
YML110C	COQ5	40.3	52.14	134.63	37.95	25.99	21.66	19.44
YML109W	ZDS2	12.7	12.75	51.45	20.03	21.18	15.19	14.72
YML107C	PML39	5.45	9.34	18.54	3.92	7.86	6.56	5.83
YML106W	URA5	35.91	32.74	85.15	30.23	15.44	18.61	36.08
YML105C	SEC65	12.17	17.73	27.65	23.67	14.6	6.89	7.74
YML104C	MDM1	9.41	15.04	20.8	13.77	17.24	9.36	5.53
YML103C	NUP188	13.81	14.75	27.08	9.55	5.67	5.53	9.72
YML102W	CAC2	10.48	12.2	53.34	13.72	17.83	22.64	28.44
YML101C	CUE4	30.46	28.13	11.69	7.73	6.05	6.26	12.53
YML100W	TSL1	12.29	12.58	39.04	0.23	0.23	5.63	29.86
YML098W	TAF13	7.59	7.88	58.32	36.7	38.72	19.3	13.49
YML097C	VPS9	5.06	9.32	28.89	13.34	4.56	1.19	2.67
YML094W	GIM5	21.07	17.14	28.88	15.54	17.68	13.78	14.67
YML093W	UTP14	12.41	13.58	45.52	18.13	22.82	16.89	12.89
YML092C	PRE8	16.21	15.12	129.63	29.81	22.26	18.64	16.31
YML091C	RPM2	6.31	8.12	21.62	5.85	2.11	0.23	2.8
YML088W	UFO1	10.66	8.07	74	18.92	7.3	5.9	12.74
YML086C	ALO1	29.25	32.22	191.41	33.45	52.82	46.42	26.83
YML085C	TUB1	57.19	52.95	169.12	31.44	14.1	21.1	66.05
YML081C-A	ATP18	9.22	10.27	10.45	5.63	4.13	2.54	4.29
YML080W	DUS1	7.3	10.22	33.72	17.13	12.42	12.13	7.48
YML078W	CPR3	109.33	83.17	74.5	24	17.88	19.63	39.17
YML077W	BET5	13	13.63	28.4	10	7.95	6.87	8.52
YML076C	WAR1	7.52	8.68	27.29	7.87	3.03	1.47	3.99
YML075C	HMG1	12.25	13.5	30.49	8.62	10.4	9.83	8.79
YML074C	FPR3	32.87	37.52	47.3	22.22	13.78	18.98	40.73
YML072C	TCB3	36.67	35.43	34.93	11.81	21.07	15.93	17.71
YML071C	COG8	8.83	8.35	21.86	9.07	9.89	5.56	5.8
YML070W	DAK1	60.19	68.16	153.4	18.96	5.34	7.5	61.89
YML069W	POB3	18.71	22.56	132.43	23.91	12	19	19.86
YML067C	ERV41	24.47	26.05	63.58	31.71	25.46	15.53	16.33
YML065W	ORC1	10.27	13.04	29.85	13.75	18.16	11.84	8.43
YML064C	TEM1	4.34	6.59	19.16	4.75	7.87	7.83	4.77
YML062C	MFT1	5.17	8.13	23.25	10.96	8.31	5.98	6.23
YML061C	PIF1	9.02	9.38	33.74	13.84	8.77	7.53	8.87
YML060W	OGG1	8.26	8.45	44.5	20.96	30.49	18.54	12.53
YML059C	NTE1	14.36	11.76	32.75	6.66	2.97	3.64	4.31
YML058W-A	HUG1	152.83	292.15	17.79	0.23	0.23	0.23	13.12
YML058W	SML1	6.29	7.82	8.96	4.7	3.67	2.38	4.91
YML057W	CMP2	11.72	12.41	39.97	8.93	16.1	17.06	14.16
YML056C	IMD4	28.54	29.8	87.5	30.02	20.65	24.97	22.63
YML055W	SPC2	18.11	18.9	46.89	21.93	32.51	16.67	15.13
YML052W	SUR7	8.31	11.96	41.41	4.84	5.33	6.75	6.63
YML051W	GAL80	25.99	20.88	49.06	14.66	11.79	12.73	19.78
YML050W	YML050W	5.4	7.54	33.55	7.19	0.23	0.23	2.06
YML049C	RSE1	7.77	8.31	28.36	9.62	7.08	5.59	3.01
YML048W	GSF2	28.73	33.53	86.18	34.42	26.45	49.68	24.83
YML046W	PRP39	10.6	14.76	42.17	17.89	9.53	8.67	5.66
YML043C	RRN11	4.23	7.33	29.62	8.97	6.71	1.97	7.11
YML041C	VPS71	5.62	6.56	12.46	0.23	4.34	4.29	5.32
YML038C	YMD8	7.36	10.57	34.17	13.89	9.46	17.46	7.03
YML036W	CGI121	9.52	12.05	24.6	15.65	18.38	6.73	6.59
YML035C	AMD1	16.18	12.89	41.49	8.61	14.19	19.08	12.79
YML034W	SRC1	8.45	14.01	25.37	4.14	8.43	20.4	6.23
YML032C	RAD52	6.19	8.35	51.14	17.99	8.01	20.4	7.26
YML031W	NDC1	15.93	19.33	80.27	19.53	12.62	11.26	13.52
YML030W	YML030W	8.62	8.72	78.06	13.35	6.31	3.3	6.72
YML028W	TSA1	32.38	30.04	65.31	28.15	2.67	3.86	39.33
YML027W	YOX1	4.73	5.27	24.49	3.96	3.43	4.65	5.33
YML025C	YML6	4.59	6.57	9.23	0.23	5.66	6.77	3.56
YML023C	NSE5	6.19	10.71	29.64	5.81	7.14	8.64	5.31
YML022W	APT1	25.73	20.49	75.99	23.52	28.22	20.12	36.59
YML021C	UNG1	22.37	23.47	136.15	16.8	18.97	21.09	22.54
YML019W	OST6	25.34	32.75	99.84	27.92	32.28	24.24	15.08
YML016C	PPZ1	8.06	6.75	31.05	1.1	4.56	7.08	7.65
YML015C	TAF11	7.1	10.55	25.8	3.36	6.92	5.55	5.83
YML014W	TRM9	18.24	16.34	86.51	29.42	42.35	48.9	38.67
YML013W	UBX2	8.54	11.92	49.11	8.42	25.33	36.89	14.74
YML012W	ERV25	50.91	40.95	100.77	24.07	14.72	14.8	27.94
YML011C	RAD33	10.42	10.68	23.64	2.37	2.83	3.82	8.5
YML010W	SPT5	21.66	19.13	66.59	11.31	15.3	16.27	12.37
YML008C	ERG6	30.19	35.24	66.82	18.81	14.91	16.95	26.31
YML007W	YAP1	10.64	13.28	31.94	5.87	8.08	13.26	9.36
YML006C	GIS4	7.51	7.62	18.81	0.23	3.61	3.56	4.17
YML005W	TRM12	8.85	8.18	59.96	9.98	17.98	21.3	22.93
YML004C	GLO1	47.61	42.06	116.75	11.45	3.6	7.55	35.81
YML001W	YPT7	42.57	35.7	57.13	13.41	11.87	11.26	19.17
YMR001C	CDC5	8.59	9.34	35.14	8.38	14.85	18.54	10.52
YMR002W	MIC17	8.07	10.15	18.84	4.73	9.84	14.27	10.56
YMR003W	YMR003W	5.4	8.72	9.57	0.23	3.11	2.37	3.95
YMR004W	MVP1	8.74	13.82	25.35	6.47	10.79	10.79	9.05
YMR005W	TAF4	12.35	14.74	29.81	9.46	4.32	6.55	11.03
YMR006C	PLB2	24.59	30.11	33.96	18.82	16.34	16.44	12.98
YMR008C	PLB1	23.87	26.2	34.17	12.35	11.44	14.31	12.66
YMR009W	ADI1	5.93	10.38	13.69	3.97	3.44	1.35	2.1
YMR011W	HXT2	17.55	22.07	88.62	41.61	52.4	45.86	49.43
YMR012W	CLU1	37.36	34.74	33.39	10.49	14.76	16.36	9.04
YMR013C	SEC59	5.2	8.57	43.8	5.62	3.83	11.47	6.22
YMR014W	BUD22	6.47	8.11	23.88	15.41	16.45	15.53	8.99
YMR015C	ERG5	7.73	11.53	42.72	18.85	15.76	13.33	12.59
YMR016C	SOK2	10.08	9.44	25.13	10.08	15.42	10.14	11.83
YMR019W	STB4	9.35	9.7	25.12	9.79	4.34	3.71	8.62
YMR020W	FMS1	11.99	11.35	47.62	21.39	15.68	5.39	11.44
YMR021C	MAC1	2.45	7.11	16.87	1.5	5.67	13.24	2.67
YMR022W	UBC7	16.07	14.34	50.23	13.36	12.23	7.71	14.11
YMR023C	MSS1	6.31	9.81	17.86	2.52	1.81	1.76	7.04
YMR024W	MRPL3	7.35	12.76	21.81	2.3	0.23	2.57	6.32
YMR026C	PEX12	13.06	14.85	36.95	9.89	8.42	6.08	11.34
YMR028W	TAP42	6.94	6.94	58.33	19.14	7.2	14.26	16.54
YMR029C	FAR8	11.91	14.9	40.74	16.27	5.23	5.03	12.9
YMR030W	RSF1	6	7.01	45.54	8.99	3.12	4.9	10.68
YMR032W	HOF1	8.33	10.94	33.02	2.63	1.92	5.35	15.46
YMR033W	ARP9	11.37	11.32	55.77	15.74	4.31	5.82	12.23
YMR035W	IMP2	8.54	28.11	19.42	10.44	14.34	3.84	2.96
YMR036C	MIH1	5.16	5.84	39.61	9.66	1.82	3.93	7.14
YMR037C	MSN2	5.86	7.67	15.61	0.23	2.13	5.84	7.81
YMR038C	CCS1	21.62	27.29	29.34	11.22	15.76	14.69	15.24
YMR039C	SUB1	7.92	10.39	12.24	0.23	3.36	5.37	6.6
YMR041C	ARA2	6.57	6.79	16.46	0.23	2.99	5.13	7.57
YMR043W	MCM1	3.25	4.19	31.81	4.59	6.13	12.24	8.01
YMR044W	IOC4	6.49	10.76	27.47	8.78	10.63	13.81	6.89
YMR047C	NUP116	7.46	14.01	14.45	2.92	4.55	7.98	4.61
YMR048W	CSM3	11.61	11.19	104.26	15.05	14.07	6.1	8.67
YMR049C	ERB1	18.42	17.08	45	20.53	21.79	24.53	33.73
YMR054W	STV1	18.37	16.98	42.33	20.15	15.25	9.17	12.26
YMR055C	BUB2	2.31	5.51	17.06	10.7	1.74	0.23	0.23
YMR056C	AAC1	4.18	5.95	36.36	14.45	0.23	0.23	8.25
YMR058W	FET3	38.82	46.27	86.36	28.24	11.2	8.99	22.33
YMR059W	SEN15	2.94	4.4	13.21	9.23	2.48	0.23	1.14
YMR060C	SAM37	7.25	9.93	20.9	0.23	2.74	3.64	5.66
YMR061W	RNA14	15.95	19.21	51.6	11.3	13.52	19.71	19.46
YMR062C	ECM40	33.94	42.77	41.92	16.82	22.02	19.67	23.86
YMR064W	AEP1	5.03	8.27	17.97	1.08	3.43	5.32	4.04
YMR065W	KAR5	4.8	7.94	17.37	3.13	2.31	2.15	3.76
YMR067C	UBX4	6.87	9.82	35.58	9.64	6.04	7.5	7.55
YMR071C	TVP18	12.12	12.49	30.2	6.19	4.8	3.28	6.3
YMR072W	ABF2	18	21.29	34.18	14.4	15.72	15.06	22.66
YMR073C	IRC21	13.11	11.4	30.2	5.9	10.34	17.89	15.32
YMR074C	YMR074C	20.42	19.46	33.1	9.63	10.79	12.43	16.24
YMR076C	PDS5	10.61	11.71	22.73	8.12	10.39	7.92	10.96
YMR077C	VPS20	3.35	5.43	22.29	10.13	0.95	0.23	2.12
