	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YLR086W	SMC4	10.67	10.42	2.58	4.52	5.04	5.38	7.34
YLR087C	CSF1	7.17	9.65	5.63	7.81	4.35	5.06	3.53
YLR088W	GAA1	10.09	11.32	3.64	5.59	2.68	4.11	5.16
YLR090W	XDJ1	9.22	10.8	2.76	4.91	16.88	20.85	15.71
YLR092W	SUL2	1.51	1.34	0.57	6.84	6.46	4.75	3.98
YLR093C	NYV1	16.84	20.94	3.81	13.77	19.06	17.79	26.73
YLR095C	IOC2	12.37	14.81	3.49	11.88	46.68	31.01	13.87
YLR096W	KIN2	17.36	19.97	3.34	7.58	23.11	16.85	16.79
YLR097C	HRT3	7.61	7.17	1.79	4.54	6.11	8.66	9.35
YLR098C	CHA4	12.68	9.9	2.35	17.47	16.79	18.2	13.2
YLR099C	ICT1	6.45	6.13	3.25	44.68	73.57	42.13	29.56
YLR100W	ERG27	20.75	22.09	14.76	35.19	49.84	34.37	23.16
YLR102C	APC9	6.76	6.86	0.83	2.52	4.08	6.88	6.98
YLR103C	CDC45	9.12	9.16	2.5	5.94	8.41	5.2	4.95
YLR105C	SEN2	8.39	6.82	2.18	3.44	3.51	4.12	4.5
YLR106C	MDN1	52.32	36.19	49.18	93.68	108.34	40.23	11.2
YLR107W	REX3	18.94	13.53	1.85	4.54	17.33	29.31	25.98
YLR109W	AHP1	189.67	171.71	239.96	434.44	20098.43	3289.37	375.16
YLR110C	CCW12	352.36	254.44	388.85	629.15	21035.05	20406.44	469.31
YLR113W	HOG1	35.61	30.33	19.33	49.19	79.83	61.44	41.45
YLR114C	AVL9	6.28	7.68	3.59	5.82	11.57	9.08	7.48
YLR115W	CFT2	14.18	14.15	2.56	4.11	6.78	8.62	10.99
YLR116W	MSL5	22.72	37.35	2.66	5.24	10.62	29.1	21.51
YLR117C	CLF1	7.47	5.31	0.99	2.62	16.35	15.56	9.85
YLR118C	YLR118C	4.07	4.36	3.85	8.96	7.87	9.67	11.41
YLR119W	SRN2	7.51	6.9	2.06	4.5	13.34	42.26	12.84
YLR120C	YPS1	17.48	17.87	4.82	16.34	69.09	43.42	42.38
YLR128W	DCN1	3.44	3.25	0.6	0.95	2.34	4.35	2.51
YLR129W	DIP2	42.6	39.51	10.41	13.43	11.99	6.85	6.99
YLR130C	ZRT2	33.85	26.74	11.7	17.19	20.96	9.78	12.51
YLR131C	ACE2	18.77	19.4	3.3	15.84	10.99	14	13.46
YLR133W	CKI1	10.59	8.97	1.6	2.61	2.33	2.07	2.71
YLR134W	PDC5	8.34	5.71	3.57	5.48	13.58	11.85	15.53
YLR136C	TIS11	4.64	3.54	1	2.23	8.3	18.03	782.61
YLR138W	NHA1	9.55	11.38	4.06	5.66	7.31	10.86	7.12
YLR144C	ACF2	12.63	14.83	3.96	9.87	11.6	18.13	12.99
YLR145W	RMP1	10.79	14.26	1.29	2.72	5.49	15.92	13.12
YLR146C	SPE4	12.54	14.24	4.92	8.35	4.98	3.7	5.5
YLR147C	SMD3	20.07	28.56	9.27	16.62	20.34	26.53	17.32
YLR148W	PEP3	8.36	6.28	2.01	3.53	6.97	5.76	3.75
YLR150W	STM1	102.03	89.96	166.87	287.8	441.15	236.48	82.9
YLR151C	PCD1	2.72	2.78	0.92	3.31	5.39	2.39	4.56
YLR153C	ACS2	35.35	32.21	30.71	53.01	59.77	25.02	14.76
YLR154C	RNH203	23.09	22.7	10.58	9.76	9.99	10.53	2.94
YLR154W-C	TAR1	10.57	14.42	22.77	20.35	577.87	51.08	21.02
YLR155C	ASP3-1	5.54	0.88	14.49	18.03	72.69	56.45	11.31
YLR157C	ASP3-2	5.54	0.88	14.49	18.03	72.69	56.45	11.31
YLR158C	ASP3-3	5.54	0.88	14.49	18.03	72.69	56.45	11.31
YLR160C	ASP3-4	5.54	0.88	14.49	18.03	72.69	56.45	11.31
YLR163C	MAS1	15.14	18.96	8.16	34.71	53.6	18.69	17.6
YLR164W	YLR164W	8.24	7.81	12.84	473.44	148.99	115.35	50.61
YLR165C	PUS5	10.35	7.56	3.94	199.57	27.97	36.28	26.3
YLR166C	SEC10	10.28	9.84	4.13	15.45	29.66	23.74	11.23
YLR168C	YLR168C	31.81	25.62	20.11	1122.95	83.39	44.6	27.92
YLR170C	APS1	23.73	21.27	7.51	19.96	14.13	9.3	11.64
YLR172C	DPH5	19.8	18.59	8.96	17.53	12.23	9.28	5.64
YLR175W	CBF5	90.88	66.19	46.23	72.94	109.01	66.93	22.11
YLR176C	RFX1	8.05	8.04	2.17	8.7	49.13	29.38	15.34
YLR178C	TFS1	3.08	2.83	5.38	549.72	130.58	146.78	47.05
YLR179C	YLR179C	32.11	32.4	50.24	71.11	70	51.94	22.56
YLR180W	SAM1	49.44	49.16	32.29	49.68	36.69	19.21	8.03
YLR181C	VTA1	16.3	14.6	3.17	4.53	5.3	5.24	7.93
YLR182W	SWI6	21.51	18.13	3.21	3.68	5.74	14.07	11.72
YLR183C	TOS4	5.2	7.2	2.04	5.15	5.53	4.11	3.54
YLR186W	EMG1	59.41	55.01	20.68	39.59	22.91	21.48	17.11
YLR188W	MDL1	9.19	9.36	4.57	5.21	4.04	3.72	5.89
YLR189C	ATG26	7.53	8.3	2.65	9.03	13.34	8.82	9.55
YLR191W	PEX13	11.74	13.07	1.71	3.26	7.4	6.28	8.75
YLR192C	HCR1	37.26	36.29	31.34	64.89	61.43	42.71	33.13
YLR193C	UPS1	13.99	21.01	7.95	27.68	18.23	20.7	9.78
YLR195C	NMT1	12.39	11.79	6.75	26.66	29.4	14.64	11.16
YLR196W	PWP1	34.91	35.15	7.77	13.51	8.42	2.76	2.2
YLR197W	SIK1	58.12	51.02	31.06	52.72	46.82	38.91	12.84
YLR199C	PBA1	13.03	13.97	3.44	11.26	9.07	10.75	13.93
YLR200W	YKE2	25.93	27.03	22.27	73.15	69.38	54.63	30.92
YLR201C	COQ9	4.03	4.46	3.83	34.92	33.69	27.5	14.11
YLR203C	MSS51	22.65	23.32	9.22	69.96	53.36	27.58	33.01
YLR206W	ENT2	12.47	12.88	5.55	20.11	46.48	30.49	22.42
YLR207W	HRD3	4.79	6.16	2.12	3.16	4.92	7	5.57
YLR208W	SEC13	34.58	35.81	20.06	37.06	78.27	50.87	37.72
YLR209C	PNP1	13.2	14.52	6.21	11.32	13.83	11.62	6.47
YLR210W	CLB4	16.69	13.14	2.11	20.41	13.57	10.77	10.84
YLR212C	TUB4	16.89	14.41	4.5	24.5	30.53	17.07	13.42
YLR214W	FRE1	47.24	34.79	11.21	20.49	18.43	14.55	19.97
YLR215C	CDC123	17.4	18.56	2.21	4.16	5.72	11.86	12.82
YLR216C	CPR6	20.13	19.98	20.01	61.5	323.41	219.43	78
YLR218C	YLR218C	3.08	3	1.43	1.67	48.84	74.85	9.39
YLR219W	MSC3	12.31	12.64	3.12	18.73	421.82	38.5	23.8
YLR220W	CCC1	18.39	20.7	4.94	7.75	21.44	18.54	16.9
YLR221C	RSA3	14.61	20.82	3.54	4.67	3.01	1.88	2.33
YLR222C	UTP13	34.79	31.8	7.52	8.52	10.19	6.19	5.19
YLR223C	IFH1	25.58	23.96	1.92	3.84	5.44	6.97	7.7
YLR226W	BUR2	8.55	8.66	0.91	4.5	3.47	3.12	6.95
YLR227C	ADY4	6.04	3.44	1.77	7.71	23.15	23.43	12.56
YLR228C	ECM22	6.89	5.32	1.84	4.69	4.91	5.27	4.89
YLR229C	CDC42	39.04	44.77	27.88	52.56	56.16	50.33	38.76
YLR231C	BNA5	4.48	4.77	2.64	3.68	5.78	6.61	5.56
YLR237W	THI7	5.81	6.77	1.92	3.16	1.98	2.04	4.25
YLR238W	FAR10	10.16	7.8	1.31	1.23	4.28	12.15	12.83
YLR239C	LIP2	5.48	6.59	1.17	1.42	2.15	5.99	5.87
YLR240W	VPS34	12.24	12.65	3.01	3.79	3.45	7.09	16.79
YLR242C	ARV1	5.97	5.11	0.85	1.31	2.27	3.11	3.15
YLR244C	MAP1	58.65	52.5	25.07	41.43	92.04	67.08	33.12
YLR245C	CDD1	5.77	5.67	0.96	1.7	3.55	1.45	3.81
YLR246W	ERF2	9.94	9.26	1.66	5.89	8.09	9.61	10.84
YLR247C	IRC20	6.9	9.76	2.65	4.48	5.17	12.8	16.98
YLR248W	RCK2	13.85	12.53	8.94	16.94	40.19	35.78	18.98
YLR249W	YEF3	112.49	85.7	106.52	191.81	756.91	231.53	67.8
YLR250W	SSP120	12.52	16.4	7.39	16.53	16.12	39.27	30.92
YLR251W	SYM1	2.69	2.15	1.4	320.57	61.6	62.86	50.63
YLR256W	HAP1	41.77	34.98	25.09	55.64	305.06	144.82	48.39
YLR258W	GSY2	5.58	6.31	4.08	520.38	222.17	81.24	40.32
YLR259C	HSP60	64.82	56.53	55.4	125.37	545.2	296.46	90.18
YLR260W	LCB5	7.99	8.48	2.07	198.42	45.85	32.11	15.06
YLR262C	YPT6	18.61	22.7	6.6	23.25	22.1	12.75	20.74
YLR262C-A	TMA7	29.01	31.46	71.71	101.23	91.38	103.24	26.85
YLR263W	RED1	14.83	14.96	7.53	19.44	19.61	18.01	9.36
YLR265C	NEJ1	8.99	9.8	3.54	7.22	14.66	10.46	7.57
YLR266C	PDR8	3.76	3.1	1.34	2.75	3.56	7.1	7.15
YLR268W	SEC22	11.47	13.87	7.7	15.03	14.09	14.14	12.85
YLR270W	DCS1	2.66	4	2.2	19.4	71.05	52.62	41.71
YLR272C	YCS4	14.22	12.84	4.05	6.28	5.04	7.19	4.65
YLR274W	MCM5	15.56	13.82	2.73	3.55	3.62	6.18	5.71
YLR276C	DBP9	38.61	34.21	10.01	12.72	9.17	4.14	2.93
YLR277C	YSH1	15.18	16.36	2.73	3.44	5.46	9.45	18.99
YLR284C	ECI1	3.83	3.07	1.37	14.44	13.88	22.95	16.49
YLR285W	NNT1	13.76	16.36	6.36	10.84	15.29	10.72	12.83
YLR286C	CTS1	16.14	14.27	12.52	36.45	210.97	114.8	28.79
YLR288C	MEC3	6.78	5.08	1.35	6.84	8.34	6.52	5.56
YLR289W	GUF1	6.32	6.95	1.22	59.56	38.14	8.44	11.13
YLR291C	GCD7	29.15	26.77	12.85	28.08	27.41	17.13	16.44
YLR292C	SEC72	24.31	27.42	11.58	31.07	33.77	44.3	29
YLR293C	GSP1	99.3	92.27	106.81	187.92	234.65	201.58	69.67
YLR295C	ATP14	82.27	62.08	54.58	132.12	86.49	87.71	61.21
YLR298C	YHC1	23.22	16.77	3.46	24.28	39.92	61.1	28.77
YLR299W	ECM38	3.67	3.61	2.13	4.2	4.15	5.02	4.21
YLR300W	EXG1	85.41	63.3	33.16	43.74	65.55	59.71	55.53
YLR304C	ACO1	45.11	41.53	48.57	70.53	90.99	85.27	68.77
YLR305C	STT4	18.21	20.77	9.59	13.74	9.46	14.47	11.06
YLR306W	UBC12	9.89	8.99	1	1.63	1.82	5.25	5.02
YLR309C	IMH1	13.42	11.87	4.01	5.45	8.43	12.06	11.93
YLR310C	CDC25	10.79	10.4	4.36	7.87	4.71	6.92	7.55
YLR312W-A	MRPL15	15.25	19.86	2.37	21.51	19.87	23.14	26.61
YLR313C	SPH1	7.68	7.41	1.34	1.92	9.44	11.09	8.3
YLR314C	CDC3	19.78	24.58	10	19.29	30.76	18.24	17.81
YLR316C	TAD3	10.92	9.96	1.75	2.36	3.32	7.54	7.58
YLR319C	BUD6	7.77	9.23	1.06	1.28	1.13	1.81	3.92
YLR321C	SFH1	22.48	24.19	4.33	6.28	15.37	16.97	11.06
YLR323C	CWC24	4.61	4.93	1.29	2.77	2.74	3.94	5.02
YLR324W	PEX30	3.27	3.91	1.81	6.98	13.02	11.58	9.52
YLR328W	NMA1	18.17	19.8	4.41	10.36	10.46	9.42	13.48
YLR330W	CHS5	17.85	13.75	9.92	23.08	59.43	36.02	20.1
YLR332W	MID2	28.28	35.79	6.2	418.88	89.48	38.98	40.79
YLR335W	NUP2	27.06	27.9	16.45	26.77	26.91	20.83	15.29
YLR336C	SGD1	29.57	26.11	4.91	6.04	7.66	7.78	8.78
YLR337C	VRP1	11.11	11.75	6.01	125.35	25.38	15.75	27.85
YLR342W	FKS1	14.52	13.76	16.1	25.83	51.25	28.59	16.56
YLR347C	KAP95	30.39	30.11	9.93	22.88	20.66	11.45	7.69
YLR348C	DIC1	6.49	5.66	5.09	12.58	7.47	10.36	16.76
YLR350W	ORM2	74.82	49.79	31	1523.88	4468.47	320.49	111.88
YLR351C	NIT3	11.84	10.06	15.28	29.27	32.06	27.2	16.82
YLR353W	BUD8	16.44	18.52	4.3	32.15	31.46	20.27	12.48
YLR354C	TAL1	34.78	33.06	55.7	112.75	151.12	91.67	47.29
YLR355C	ILV5	179.22	130.03	109.47	151.16	136.36	70.49	80.45
YLR357W	RSC2	23.19	18	3.53	8.39	30.45	18.9	13.19
YLR359W	ADE13	17.11	17.42	10.54	21.41	27.79	18.09	14.54
YLR360W	VPS38	7.46	7.52	1.77	4	8.73	7.81	6.39
YLR361C	DCR2	2.65	2.48	0.86	2.92	1.7	1.51	2.15
YLR362W	STE11	5.19	6.51	1.23	6.21	10.75	9.16	6.37
YLR363C	NMD4	7.07	6.72	3.14	20.52	15.47	14.9	12.84
YLR364W	YLR364W	1.99	2.3	3.05	9.86	4.45	6.98	2.2
YLR368W	MDM30	6.68	6.91	1.67	3.79	4.61	6.97	7.86
YLR369W	SSQ1	7.14	8.53	1.39	6.39	13.59	9.25	11.63
YLR370C	ARC18	24.83	23.06	11.71	29.19	32.39	35.3	35.3
YLR371W	ROM2	19.55	17.51	3.66	8.6	46.82	29.85	23.86
YLR372W	SUR4	61.35	50.8	36.3	53.19	55.58	28.88	18.98
YLR373C	VID22	15.27	15.65	3.97	238.58	463.85	56.73	23.72
YLR375W	STP3	16.58	13.88	5.08	15.96	21.53	14.7	17.74
YLR376C	PSY3	11.61	6.74	7.66	194.17	79.72	34.12	43.35
YLR378C	SEC61	54.26	50.19	49.84	94.41	142.19	98.51	39.73
YLR380W	CSR1	18.61	20.97	8.37	29.4	22.6	16.43	13.03
YLR383W	SMC6	12.51	13.73	3.87	5.17	6.63	12.32	9.63
YLR384C	IKI3	18.54	20.28	10.26	21.61	13.09	10.33	9.84
YLR386W	VAC14	5.33	5.87	1.6	3.16	3.88	4.94	4.51
YLR387C	REH1	15.57	15.06	4.01	15.41	16.26	21.28	19.12
YLR389C	STE23	11.35	13.19	12.73	64.91	82.51	54.83	28.66
YLR390W	ECM19	9.09	9.83	8.11	166.44	25.34	167.56	10.57
YLR390W-A	CCW14	62.13	73.82	64.36	134.65	175.19	90.35	63.09
YLR394W	CST9	11.19	11.93	2.56	7.75	194.58	209.2	20.45
YLR395C	COX8	49.84	49.96	31.35	78.16	87.19	114.32	116.26
YLR396C	VPS33	11.79	11.78	3.73	11.62	18.29	18.41	13.28
YLR397C	AFG2	13.18	12.92	2.41	3.69	2.11	2.23	3.47
YLR398C	SKI2	29.08	29.77	9.56	15.39	32.61	29.94	24.4
YLR399C	BDF1	91.57	57.54	27.59	93.79	574.04	187.08	85.53
YLR401C	DUS3	14.62	14.6	2.64	4.53	4.28	0.94	0.49
YLR403W	SFP1	22.02	25.71	4.71	237.13	901.21	48.48	49.09
YLR404W	YLR404W	6.62	7.48	2.22	6.25	4.26	4.27	5.73
YLR405W	DUS4	18.69	18.54	4.93	16.13	9.34	10.61	11.16
YLR409C	UTP21	7.11	6.97	2.34	6.61	5.06	5.76	4.69
YLR410W	VIP1	52.01	41.66	31.72	57.65	207.59	136.54	45.78
YLR412W	YLR412W	33.95	24.69	10.7	22.18	30.58	66.89	25.32
YLR417W	VPS36	15.76	11.55	3.88	8.26	32.69	60.57	63.66
YLR418C	CDC73	15.4	15.25	1.81	2.69	3.04	4.66	10.75
YLR420W	URA4	34.8	26.04	15.08	37.33	32.18	38.44	22.51
YLR421C	RPN13	22.82	26.63	12.23	22.87	23.53	28.24	31.93
YLR424W	SPP382	6.75	6.86	1.1	1.14	6.28	12.84	8.31
YLR425W	TUS1	10.8	12.39	2.04	3.83	6.64	21.7	17.46
YLR427W	MAG2	7.6	6.52	1.37	1.89	3.34	5.26	6.11
YLR429W	CRN1	10.25	9.83	5.85	9.93	11.82	9.12	9.35
YLR430W	SEN1	20.14	24.5	9.15	12.2	6.42	20.87	12.3
YLR432W	IMD3	80.74	59.15	55.76	94.03	174.61	72.43	29.55
YLR433C	CNA1	7.59	7.43	1.57	3.49	3.88	2.62	3.69
YLR435W	TSR2	33.82	42.27	6.36	8.22	3.97	3.42	5.01
YLR436C	ECM30	9.91	9.07	2.29	23.31	243.24	28.06	13.13
YLR438W	CAR2	34.73	31.84	38.51	120.17	197.85	66.41	42.94
YLR439W	MRPL4	13.21	16.69	1.5	4.66	14.5	5.51	6.93
YLR440C	SEC39	11.46	10.69	1.96	2.34	5.27	9.49	4.97
YLR442C	SIR3	8.12	8.28	1.54	2.74	6.3	8.27	4.78
YLR447C	VMA6	16.77	19.83	24.31	52.8	66.85	35.89	20.01
YLR449W	FPR4	45.44	34.29	26.65	37.93	41.76	20.26	4.97
YLR450W	HMG2	5.07	6.04	4.76	7.66	8.55	13.92	6.27
YLR451W	LEU3	16.7	11.38	2.45	3.7	7.08	9.82	7.9
YLR452C	SST2	27.77	23.71	5.3	14.7	9.01	3.97	9.32
YLR459W	GAB1	11.03	12.36	2.64	7.44	11.76	14.84	10.23
YML132W	COS3	50.4	39.34	35.32	64.59	188.97	232.39	91.74
YML130C	ERO1	26.31	23.22	9.7	39.61	1980	172.67	39.58
YML128C	MSC1	7.41	6.71	2.41	26.07	51	47.07	33.15
YML127W	RSC9	19	19.22	4.06	10.23	37.65	26.52	24.73
YML126C	ERG13	30.91	33.08	27.06	57.57	58.14	31.86	28.81
YML125C	PGA3	34.1	33.16	16.78	21.78	17.14	18.17	17.05
YML124C	TUB3	17.69	17.01	11.74	18.46	38.75	20.14	17.1
YML123C	PHO84	0.08	0.15	0.07	0.08	0.74	0.23	0.06
YML121W	GTR1	16.31	15.33	3.17	15.24	19.94	19.02	20.82
YML120C	NDI1	12.69	14.78	3.13	337.57	638.09	25.11	24.59
YML117W	NAB6	14.04	15.63	4.03	5.85	11.31	19.15	14.91
YML116W	ATR1	12.4	11.5	2.3	2.44	6.72	23.19	32.11
YML115C	VAN1	18.33	18.44	3.35	6.36	10.12	8.75	12.76
YML114C	TAF8	13.57	14.59	2.86	5.29	9.96	12.05	8.43
YML113W	DAT1	318.59	40.12	2.5	6.19	8.03	9.76	9.63
YML112W	CTK3	15.99	16.26	2.09	5.09	8.04	13.95	13.81
YML111W	BUL2	24.86	24.98	5.06	8.39	18.64	25.37	33.27
YML110C	COQ5	13.16	12.83	13.36	19.54	25.83	26.21	23.03
YML109W	ZDS2	8.83	9.74	1.92	2.78	4.53	5.98	4.05
YML107C	PML39	14.97	11.4	2.48	11.45	14.06	20.17	15.46
YML106W	URA5	63.95	62.46	62.78	87.42	94.76	63.02	29.16
YML105C	SEC65	27.57	27.39	10.08	12.36	18.94	39.82	23.52
YML104C	MDM1	12.68	10.93	5.07	5.87	5.66	7.44	7.67
YML103C	NUP188	40.55	35.82	15.19	29.44	57.43	67.36	36.61
YML102W	CAC2	10.78	10.09	2.38	7.81	9.51	7.96	6.17
YML101C	CUE4	6.77	8.61	12.42	15.6	22.33	21.13	7.97
YML100W	TSL1	5.47	7.55	4.89	728.31	4402.46	301.7	88.06
YML098W	TAF13	6.32	9.46	1.2	1.39	1.48	1.95	1.46
YML097C	VPS9	18.13	15.78	2.59	3.55	10.48	34.69	14.99
YML094W	GIM5	13.51	16.12	9.82	18.16	15.82	14.74	8.88
YML093W	UTP14	32.21	28.88	5.6	7.53	5.07	3.75	3.51
YML092C	PRE8	34.25	42.23	12.65	22.5	24.8	28.94	42.67
YML091C	RPM2	13.12	14.25	3.12	5.32	23.3	259.93	22.23
YML088W	UFO1	8.4	9.6	1.61	3.08	8.05	8.39	7.11
YML086C	ALO1	17.85	19.55	7.87	12.53	7.09	5.48	7.77
YML085C	TUB1	40.35	39.4	42.87	82.18	157.71	93.73	43.21
YML081C-A	ATP18	58.16	52.59	42.63	67.35	96.9	159.52	61.77
YML080W	DUS1	14.59	15.59	1.79	2.32	2.4	2.13	2.93
YML078W	CPR3	11.86	15.3	22.51	45.69	59.23	53.69	26.94
YML077W	BET5	28.88	30.24	13.71	26.96	29.21	42.25	36.24
YML076C	WAR1	15.13	13.1	3.02	5.05	15.9	46.87	23.54
YML075C	HMG1	19.21	20.48	7.35	16.3	19.52	19.04	15.95
YML074C	FPR3	56.75	51.32	51.91	76.74	124.63	88.54	37.18
YML072C	TCB3	21.36	21.99	21.21	43.09	43.48	43.89	22.56
YML071C	COG8	15.28	17.02	4.59	7.76	12.04	19.81	15.85
YML070W	DAK1	13.43	13.46	14	47.57	259.8	288.62	111.71
YML069W	POB3	31.2	28.26	9.5	20.68	47.14	35.35	30.5
YML067C	ERV41	15.65	15.79	7.55	10	10.35	16.72	11.38
YML065W	ORC1	16.19	13.31	3.78	4.47	4.57	5.77	5.72
YML064C	TEM1	15.09	14.99	3.28	13.84	15.09	14.47	14.34
YML062C	MFT1	23.06	17.64	3.26	5.8	9.49	15.15	16.03
YML061C	PIF1	9.52	11.05	2.62	3.39	6.03	6.07	6.28
YML060W	OGG1	10.31	13.7	1.69	2.87	2.32	1.82	1.75
YML059C	NTE1	11.37	16.84	4.7	13.51	38.78	38.36	28.29
YML058W-A	HUG1	0.12	0.07	0.57	52.7	105.35	218.17	9.1
YML058W	SML1	326.27	257.71	244.98	452.97	509.58	769.04	342.82
YML057W	CMP2	11.29	15.05	3.98	11	11.92	14.78	15.27
YML056C	IMD4	94.32	73.53	51.35	77.99	69.72	35.27	24.67
YML055W	SPC2	9	12.3	4.13	6.94	6.16	9.22	6.57
YML052W	SUR7	82.48	74.36	19.99	106.84	122	84.79	60.09
YML051W	GAL80	13.29	13.56	7.12	18.87	23.48	23.07	16.69
YML050W	YML050W	2.71	2.35	0.41	0.9	30.63	34.03	6.81
YML049C	RSE1	6.81	8.19	1.57	3.2	5.91	9.2	13.41
YML048W	GSF2	7.4	8.69	6.07	9.2	8.82	4.09	8.93
YML046W	PRP39	16.84	12.8	3.7	5.13	11.15	11.11	17.29
YML043C	RRN11	27.55	20.65	1.4	2.72	2.12	3	1.46
YML041C	VPS71	12.14	11.7	4.24	271.62	32.05	46.11	36.88
YML038C	YMD8	25.58	25.21	5.05	8.28	12.15	8.34	22.41
YML036W	CGI121	11.64	12.85	3.56	4.28	2.68	6.74	7.07
YML035C	AMD1	12.24	15.35	4.24	10.55	8.41	5.24	6.48
YML034W	SRC1	8.68	7.59	1.89	8.59	11.11	4.77	5.97
YML032C	RAD52	18.62	19.08	2.23	4.65	11.21	6.51	22.24
YML031W	NDC1	8.36	8.86	1.95	3.5	6.44	7.91	7.21
YML030W	YML030W	9.05	10.19	2.11	4.58	8.52	18.29	15.45
YML028W	TSA1	160.93	124.15	183.2	297.63	1175.2	813.18	190.34
YML027W	YOX1	39.04	43.12	5.33	24.71	45.52	51.1	56.86
YML025C	YML6	18.24	17.47	7.92	316.18	21.79	18.18	19.33
YML023C	NSE5	22.82	16.81	4.14	16.82	24.4	17.23	17.2
YML022W	APT1	52.21	56.77	31.35	57.63	27.01	32.82	16.7
YML021C	UNG1	7.88	8.15	2.76	7.82	9.28	8.02	8.55
YML019W	OST6	13.59	14.44	7.77	15.4	12.98	13.59	13.32
YML016C	PPZ1	14.2	16.12	2.76	44.66	24.04	20.47	21.38
YML015C	TAF11	17.1	14.05	3.36	19.06	16.35	19.49	13.62
YML014W	TRM9	10.23	13.08	2.37	5.66	4.68	2.81	2.23
YML013W	UBX2	6.28	6.23	1.19	5.43	3.63	3.08	4.7
YML012W	ERV25	27.92	33.5	28.56	52.49	67.17	63.89	40.55
YML011C	RAD33	7.87	8.22	4.05	40.67	57.21	48.21	21.16
YML010W	SPT5	9.12	9.69	3.36	8.56	7.71	6.3	7.84
YML008C	ERG6	23.43	21.89	11.79	20.53	25.71	26.87	19.5
YML007W	YAP1	11.22	11.04	4.11	15.74	18.51	14.67	20.52
YML006C	GIS4	15.9	14.95	3.35	134.43	16.3	19.04	15.76
YML005W	TRM12	8.54	9.45	1.67	7.37	5.96	4.16	3.92
YML004C	GLO1	15.21	16.95	17.65	82.93	384.92	257.06	109.2
YML001W	YPT7	27.24	30.55	36.49	72.24	62.07	70.37	52.57
YMR001C	CDC5	37.44	32.27	7.79	15.51	10.22	5.58	8.8
YMR002W	MIC17	66.28	75.7	41.22	159.98	100.47	68.02	107.87
YMR003W	YMR003W	20.08	16.54	10.57	398.61	42.99	48.98	20.3
YMR004W	MVP1	16.04	15.86	5.53	18.2	26.51	30.74	23.59
YMR005W	TAF4	35.33	30.56	15.24	36.24	94.33	69.92	41.35
YMR006C	PLB2	9.05	7.92	6.36	8.64	8.07	4.31	3.82
YMR008C	PLB1	5.8	4.99	3.5	6.89	10.6	7.22	7.9
YMR009W	ADI1	13.94	11.38	5.08	19.2	38.14	106.05	51.27
YMR011W	HXT2	13	26.24	4.83	8.27	6.43	2.46	0.48
YMR012W	CLU1	36.19	36.92	33.72	67.82	45.47	24.97	24.91
YMR013C	SEC59	17.94	14.58	2.21	10.82	22.07	10.71	21.1
YMR014W	BUD22	12.85	12.03	2.03	2.03	2.2	1.52	1.16
YMR015C	ERG5	41.65	38.94	8.53	12.66	17.96	15.49	11.04
YMR016C	SOK2	25.05	31.61	8.14	10.44	8.32	9.96	6.38
YMR019W	STB4	17.84	18.08	4.98	6.71	20.36	27.24	14.66
YMR020W	FMS1	4.74	4.53	1.17	1.67	2.5	6.29	5.24
YMR021C	MAC1	10.62	7.12	1.35	13.24	12.53	6.04	11.36
YMR022W	UBC7	21.39	25.69	10.21	25.31	33.58	56.78	36.94
YMR023C	MSS1	6.19	4.48	1.94	10.64	29.27	39.14	12.44
YMR024W	MRPL3	19.12	18.47	5.34	30.71	633.91	80.65	27.97
YMR026C	PEX12	7.77	7.38	2.4	6.24	12.61	16.49	8.82
YMR028W	TAP42	9.96	11.34	1.21	2.41	8.76	8.7	8.19
YMR029C	FAR8	9.53	8.68	2.86	5.06	18.62	25.43	11.73
YMR030W	RSF1	9.1	7.53	1.65	4.52	19.35	24.47	16.74
YMR032W	HOF1	11.27	6.84	3.17	32.39	136.79	59.89	15.26
YMR033W	ARP9	24.73	23.87	6.62	13.99	57.48	49.95	28.84
YMR035W	IMP2	4.66	2.96	2.29	3.46	6.36	23.53	19.07
YMR036C	MIH1	11.12	10.11	1.18	2.51	20.94	16.59	10.83
YMR037C	MSN2	14.01	15.56	4.45	184.09	107.55	65.01	48.1
YMR038C	CCS1	15.66	17.7	11.12	24.31	27.02	24.67	12.19
YMR039C	SUB1	14.13	15.92	9.76	496.72	110.86	92.11	60.97
YMR041C	ARA2	5.56	5.81	3.04	230.38	46.3	31.35	17.39
YMR043W	MCM1	62.16	67.21	8.36	55.06	53.57	29.01	46.63
YMR044W	IOC4	14.76	12.93	2.33	8.02	12	11.76	18.33
YMR047C	NUP116	20.56	18.93	7.41	20.18	29.37	27.59	25.96
YMR048W	CSM3	3.01	3.88	0.63	1.8	2.6	6.14	4.79
YMR049C	ERB1	36.55	37.39	13.1	19.29	20.48	12.45	3.9
YMR054W	STV1	16.62	20.12	7.11	8.31	11.29	17.2	17.3
YMR055C	BUB2	10.65	6.89	1.19	1.34	14.17	76.67	80.73
YMR056C	AAC1	16.89	8.86	1.55	2.43	160.64	205.17	15.98
YMR058W	FET3	37.37	31.24	31.9	53.32	81.39	93.28	67.12
YMR059W	SEN15	18.06	15.85	2.91	3.71	12.05	144.08	28.82
YMR060C	SAM37	11.41	12.19	3.92	341.14	55.85	55.35	30.47
